#/ (X,Y) postion of each channel.
#/ (X,Y) position is on the global coordinate.
#/ designed for the data for Jul.08.
#/ 	 RCU 	 channel X-position 	 Y-position
	 1	 2176	 44.6641 	 -29.4915
	 1	 2177	 43.4531 	 -29.4553
	 1	 2178	 42.2421 	 -29.4201
	 1	 2179	 41.0311 	 -29.3859
	 1	 2180	 39.82 	 -29.3527
	 1	 2181	 38.6089 	 -29.3205
	 1	 2182	 37.3978 	 -29.2892
	 1	 2183	 36.1866 	 -29.259
	 1	 2184	 26.4967 	 -29.053
	 1	 2185	 27.708 	 -29.0753
	 1	 2186	 28.9193 	 -29.0986
	 1	 2187	 30.1306 	 -29.1228
	 1	 2188	 31.3418 	 -29.1481
	 1	 2189	 32.5531 	 -29.1743
	 1	 2190	 33.7643 	 -29.2016
	 1	 2191	 34.9755 	 -29.2298
	 1	 2192	 27.201 	 -23.705
	 1	 2193	 28.4167 	 -23.7278
	 1	 2194	 29.6324 	 -23.7516
	 1	 2195	 30.8481 	 -23.7765
	 1	 2196	 32.0637 	 -23.8023
	 1	 2197	 33.2794 	 -23.8292
	 1	 2198	 34.495 	 -23.857
	 1	 2199	 35.7106 	 -23.8858
	 1	 2200	 45.4343 	 -24.1525
	 1	 2201	 44.2189 	 -24.1157
	 1	 2202	 43.0035 	 -24.0798
	 1	 2203	 41.7881 	 -24.045
	 1	 2204	 40.5727 	 -24.0112
	 1	 2205	 39.3572 	 -23.9783
	 1	 2206	 38.1417 	 -23.9465
	 1	 2207	 36.9261 	 -23.9157
	 1	 2208	 32.722 	 13.7122
	 1	 2209	 31.5794 	 13.7364
	 1	 2210	 30.4368 	 13.7598
	 1	 2211	 29.2941 	 13.7823
	 1	 2212	 28.1515 	 13.8039
	 1	 2213	 27.0088 	 13.8247
	 1	 2214	 25.8661 	 13.8446
	 1	 2215	 24.7234 	 13.8636
	 1	 2216	 15.5814 	 13.985
	 1	 2217	 16.7242 	 13.9729
	 1	 2218	 17.867 	 13.9598
	 1	 2219	 19.0098 	 13.9459
	 1	 2220	 20.1525 	 13.9312
	 1	 2221	 21.2953 	 13.9156
	 1	 2222	 22.438 	 13.8991
	 1	 2223	 23.5807 	 13.8818
	 1	 2224	 16.21 	 19.3387
	 1	 2225	 17.3569 	 19.3261
	 1	 2226	 18.5037 	 19.3126
	 1	 2227	 19.6505 	 19.2982
	 1	 2228	 20.7973 	 19.283
	 1	 2229	 21.944 	 19.2669
	 1	 2230	 23.0908 	 19.25
	 1	 2231	 24.2376 	 19.2321
	 1	 2232	 33.411 	 19.0585
	 1	 2233	 32.2644 	 19.0832
	 1	 2234	 31.1177 	 19.1071
	 1	 2235	 29.9711 	 19.1301
	 1	 2236	 28.8244 	 19.1522
	 1	 2237	 27.6777 	 19.1735
	 1	 2238	 26.531 	 19.1939
	 1	 2239	 25.3843 	 19.2134
	 1	 2240	 32.9534 	 24.4297
	 1	 2241	 31.8028 	 24.4541
	 1	 2242	 30.6521 	 24.4776
	 1	 2243	 29.5014 	 24.5003
	 1	 2244	 28.3507 	 24.522
	 1	 2245	 27.1999 	 24.543
	 1	 2246	 26.0492 	 24.563
	 1	 2247	 24.8984 	 24.5822
	 1	 2248	 15.6918 	 24.7044
	 1	 2249	 16.8427 	 24.6922
	 1	 2250	 17.9935 	 24.6791
	 1	 2251	 19.1444 	 24.6651
	 1	 2252	 20.2952 	 24.6502
	 1	 2253	 21.446 	 24.6345
	 1	 2254	 22.5968 	 24.6179
	 1	 2255	 23.7476 	 24.6005
	 1	 2256	 16.3245 	 30.0581
	 1	 2257	 17.4794 	 30.0454
	 1	 2258	 18.6343 	 30.0318
	 1	 2259	 19.7891 	 30.0173
	 1	 2260	 20.944 	 30.002
	 1	 2261	 22.0988 	 29.9858
	 1	 2262	 23.2537 	 29.9687
	 1	 2263	 24.4085 	 29.9508
	 1	 2264	 33.6465 	 29.7759
	 1	 2265	 32.4918 	 29.8008
	 1	 2266	 31.3371 	 29.8248
	 1	 2267	 30.1824 	 29.848
	 1	 2268	 29.0276 	 29.8703
	 1	 2269	 27.8729 	 29.8917
	 1	 2270	 26.7181 	 29.9123
	 1	 2271	 25.5633 	 29.932
	 1	 2272	 33.6479 	 56.5822
	 1	 2273	 32.473 	 56.6071
	 1	 2274	 31.2981 	 56.6311
	 1	 2275	 30.1232 	 56.6542
	 1	 2276	 28.9483 	 56.6765
	 1	 2277	 27.7733 	 56.6978
	 1	 2278	 26.5983 	 56.7183
	 1	 2279	 25.4234 	 56.7379
	 1	 2280	 16.0231 	 56.8627
	 1	 2281	 17.1981 	 56.8502
